prohibited_ingredient_list_final
Name;Name;Product type, body parts;Maximum Threshold
Trioxysalen;Trioxysalen;Sun protection products and bronzing products;1 mg/kg
Furocoumarines;Furocoumarines;Sun protection products and bronzing products;1 mg/kg
8-Methoxypsoralen;8-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
5-Methoxypsoralen;5-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
Safrole;Safrole;Products for dental and oral hygiene;50 ppm
4-[(Tetrahydro-2H-pyran-2-yl)oxy]phenol;4-[(Tetrahydro-2H-pyran-2-yl)oxy]phenol;All cosmetic products;0%
4-[(3-Chlorophenyl)(1H-imidazol-1-yl)methyl]-1,2-benzenediamine dihydrochloride;4-[(3-Chlorophenyl)(1H-imidazol-1-yl)methyl]-1,2-benzenediamine dihydrochloride;All cosmetic products;0%
4-(4-Hydroxy-4-methylpentyl)cyclohex-3-enecarbaldehyde;4-(4-Hydroxy-4-methylpentyl)cyclohex-3-enecarbaldehyde;All cosmetic products;0%
4,4'-Thiodianiline;"4,4&#39;-Thiodianiline";All cosmetic products;0%
4,4'-Oxydianiline;"4,4&#39;-Oxydianiline";All cosmetic products;0%
4,4'-Methylenediphenyl diisocyanate;"4,4&#39;-Methylenediphenyl diisocyanate";All cosmetic products;0%
4,4'-Methylenedianiline;"4,4&#39;-Methylenedianiline";All cosmetic products;0%
4,4'-Methylenedi-o-toluidine;"4,4&#39;-Methylenedi-o-toluidine";All cosmetic products;0%
4,4'-Methylenebis(2-ethylaniline);"4,4&#39;-Methylenebis(2-ethylaniline)";All cosmetic products;0%
4,4'-Isobutylethylidenediphenol;"4,4&#39;-Isobutylethylidenediphenol";All cosmetic products;0%
4,4'-Dihydroxy-3,3'-(3-methylthiopropylidene) dicoumarin;"4,4&#39;-Dihydroxy-3,3&#39;-(3-methylthiopropylidene) dicoumarin";All cosmetic products;0%
4,4'-Carbonimidoylbis[N,N-dimethylaniline];"4,4&#39;-Carbonimidoylbis[N,N-dimethylaniline]";All cosmetic products;0%
4,4'-Bis(N-carbamoyl-4-methylbenzenesulfonamide)diphenylmethane;"4,4&#39;-Bis(N-carbamoyl-4-methylbenzenesulfonamide)diphenylmethane";All cosmetic products;0%
4,4'-bis(Dimethylamino)benzophenone;"4,4&#39;-bis(Dimethylamino)benzophenone";All cosmetic products;0%
4,4'-Bi-o-toluidine sulphate;"4,4&#39;-Bi-o-toluidine sulphate";All cosmetic products;0%
4,4'-Bi-o-toluidine dihydrochloride;"4,4&#39;-Bi-o-toluidine dihydrochloride";All cosmetic products;0%
4,4'-Bi-o-toluidine;"4,4&#39;-Bi-o-toluidine";All cosmetic products;0%
4,4'-(4-Iminocyclohexa-2,5-dienylidenemethylene) dianiline hydrochloride;"4,4&#39;-(4-Iminocyclohexa-2,5-dienylidenemethylene) dianiline hydrochloride";All cosmetic products;0%
4,4'-(1,3-Phenylene-bis(1-methylethylidene))bis-phenol;"4,4&#39;-(1,3-Phenylene-bis(1-methylethylidene))bis-phenol";All cosmetic products;0%
4'-Ethoxy-2-benzimidazoleanilide;"4&#39;-Ethoxy-2-benzimidazoleanilide";All cosmetic products;0%
3-Oxoandrost-4-ene-17-β-carboxylic acid;3-Oxoandrost-4-ene-17-β-carboxylic acid;All cosmetic products;0%
3-Imidazol-4-ylacrylic acid;3-Imidazol-4-ylacrylic acid;All cosmetic products;0%
3-Ethyl-2-methyl-2-(3-methylbutyl)-1,3-oxazolidine;3-Ethyl-2-methyl-2-(3-methylbutyl)-1,3-oxazolidine;All cosmetic products;0%
3-Diethylaminopropyl cinnamate;3-Diethylaminopropyl cinnamate;All cosmetic products;0%
3-Chloro-4-(3-fluorobenzyloxy)aniline;3-Chloro-4-(3-fluorobenzyloxy)aniline;All cosmetic products;0%
3-Chloro-2,6-Dihydroxy-4-methyl-benzaldehyde;3-Chloro-2,6-Dihydroxy-4-methyl-benzaldehyde;All cosmetic products;0%
3-Benzylidene Camphor;3-Benzylidene Camphor;All cosmetic products;0%
3-Amino-9-ethyl carbazole;3-Amino-9-ethyl carbazole;All cosmetic products;0%
3-(Piperazin-1-yl)-benzo[d]isothiazole hydrochloride;3-(Piperazin-1-yl)-benzo[d]isothiazole hydrochloride;All cosmetic products;0%
3-(4-Isopropylphenyl)-1,1-dimethylurea;3-(4-Isopropylphenyl)-1,1-dimethylurea;All cosmetic products;0%
3-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde;3-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde;All cosmetic products;0%
3-(4-Chlorophenyl)-1,1-dimethyluronium trichloroacetate;3-(4-Chlorophenyl)-1,1-dimethyluronium trichloroacetate;All cosmetic products;0%
3-(1-Naphthyl)-4-hydroxycoumarin;3-(1-Naphthyl)-4-hydroxycoumarin;All cosmetic products;0%
3,7-Dimethylocta-2,6-dienenitrile;3,7-Dimethylocta-2,6-dienenitrile;All cosmetic products;0%
3,5-Dinitrotoluene;3,5-Dinitrotoluene;All cosmetic products;0%
3,5,5-Trimethylcyclohex-2-enone;3,5,5-Trimethylcyclohex-2-enone;All cosmetic products;0%
3,4-Dinitrotoluene;3,4-Dinitrotoluene;All cosmetic products;0%
3,4-Dihydro-2-methoxy-2-methyl-4-phenyl-2H,5H-pyrano [3,2-c]-[1] benzopyran-5-one;3,4-Dihydro-2-methoxy-2-methyl-4-phenyl-2H,5H-pyrano [3,2-c]-[1] benzopyran-5-one;All cosmetic products;0%
3,4,5-Trimethoxyphenethylamine;3,4,5-Trimethoxyphenethylamine;All cosmetic products;0%
3,3'-Dimethoxybenzidine;"3,3&#39;-Dimethoxybenzidine";All cosmetic products;0%
3,3'-Dichlorobenzidine sulphate;"3,3&#39;-Dichlorobenzidine sulphate";All cosmetic products;0%
3,3'-Dichlorobenzidine dihydrogen bis(sulphate);"3,3&#39;-Dichlorobenzidine dihydrogen bis(sulphate)";All cosmetic products;0%
3,3'-Dichlorobenzidine dihydrochloride;"3,3&#39;-Dichlorobenzidine dihydrochloride";All cosmetic products;0%
3,3'-Dichlorobenzidine;"3,3&#39;-Dichlorobenzidine";All cosmetic products;0%
3'-Ethyl-5',6',7',8'-tetrahydro-5',5',8',8'-tetramethyl-2'-acetonaphthone;"3&#39;-Ethyl-5&#39;,6&#39;,7&#39;,8&#39;-tetrahydro-5&#39;,5&#39;,8&#39;,8&#39;-tetramethyl-2&#39;-acetonaphthone";All cosmetic products;0%
2-{4-(2-Ammoniopropylamino)-6-[4-hydroxy-3-(5-methyl-2-methoxy-4-sulfamoylphenylazo)-2-sulfonatonaphth-7-ylamino]-1,3,5-triazin-2-ylamino}-2-aminopropyl formate;2-{4-(2-Ammoniopropylamino)-6-[4-hydroxy-3-(5-methyl-2-methoxy-4-sulfamoylphenylazo)-2-sulfonatonaphth-7-ylamino]-1,3,5-triazin-2-ylamino}-2-aminopropyl formate;All cosmetic products;0%
2-Propenoic acid, 3-(1H-imidazol-4-yl)-, ethyl ester;2-Propenoic acid, 3-(1H-imidazol-4-yl)-, ethyl ester;All cosmetic products;0%
2-Nitrotoluene;2-Nitrotoluene;All cosmetic products;0%
2-Nitropropane;2-Nitropropane;All cosmetic products;0%
2-Nitronaphthalene;2-Nitronaphthalene;All cosmetic products;0%
2-Nitroanisole;2-Nitroanisole;All cosmetic products;0%
2-Naphthylamine;2-Naphthylamine;All cosmetic products;0%
2-Naphthol;2-Naphthol;All cosmetic products;0%
2-Methylimidazole;2-Methylimidazole;All cosmetic products;0%
2-Methylheptylamine;2-Methylheptylamine;All cosmetic products;0%
2-Methylaziridine;2-Methylaziridine;All cosmetic products;0%
2-Methyl-m-phenylenediamine;2-Methyl-m-phenylenediamine;All cosmetic products;0%
2-Methyl-m-phenylene diisocyanate;2-Methyl-m-phenylene diisocyanate;All cosmetic products;0%
2-Methyl-5-tert-butylthiophenol;2-Methyl-5-tert-butylthiophenol;All cosmetic products;0%
2-Methyl-1-(4-methylthiophenyl)-2-morpholino-propan 1-one;2-Methyl-1-(4-methylthiophenyl)-2-morpholino-propan 1-one;All cosmetic products;0%
2-Methoxypropyl acetate;2-Methoxypropyl acetate;All cosmetic products;0%
2-Methoxypropanol;2-Methoxypropanol;All cosmetic products;0%
2-Methoxyethyl acetate;2-Methoxyethyl acetate;All cosmetic products;0%
"2-Methoxyethyl (RS)-2-(4-tert-butylphenyl)-2-cyano-3-oxo-3-(α,α,α-trifluoro-o-tolyl)propionate;Cyflumetofen (ISO)";2-Methoxyethyl (RS)-2-(4-tert-butylphenyl)-2-cyano-3-oxo-3-(α,α,α-trifluoro-o-tolyl)propionateCyflumetofen (ISO);All cosmetic products;0%
2-Methoxyethanol;2-Methoxyethanol;All cosmetic products;0%
2-Hydroxypropyl ammonium dihydrogen orthoborate;2-Hydroxypropyl ammonium dihydrogen orthoborate;All cosmetic products;0%
2-Ethylphenylhydrazine hydrochloride;2-Ethylphenylhydrazine hydrochloride;All cosmetic products;0%
2-Ethylhexyl[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-methyl]thio]acetate;2-Ethylhexyl[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-methyl]thio]acetate;All cosmetic products;0%
2-Ethylhexyl-2-ethylhexanoate;2-Ethylhexyl-2-ethylhexanoate;All cosmetic products;0%
2-Ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;2-Ethylhexyl 10-ethyl-4-[[2-[(2-ethylhexyl)oxy]-2-oxoethyl]thio]-4-methyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;All cosmetic products;0%
2-Ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;2-Ethylhexyl 10-ethyl-4,4-dioctyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;All cosmetic products;0%
2-Ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;2-Ethylhexyl 10-ethyl-4,4-dimethyl-7-oxo-8-oxa-3,5-dithia-4-stannatetradecanoate;All cosmetic products;0%
2-Ethylhexanoic acid, nickel salt;2-Ethylhexanoic acid, nickel salt;All cosmetic products;0%
2-Ethylhexanoic acid;2-Ethylhexanoic acid;All cosmetic products;0%
2-Ethoxyethyl acetate;2-Ethoxyethyl acetate;All cosmetic products;0%
2-Ethoxyethanol;2-Ethoxyethanol;All cosmetic products;0%
2-Diethylaminoethyl 3-hydroxy-4-phenylbenzoate;2-Diethylaminoethyl 3-hydroxy-4-phenylbenzoate;All cosmetic products;0%
2-Chloro-6-methylpyrimidin-4-yldimethylamine;2-Chloro-6-methylpyrimidin-4-yldimethylamine;All cosmetic products;0%
2-Chloro-6-fluoro-phenol;2-Chloro-6-fluoro-phenol;All cosmetic products;0%
2-Chloracetamide;2-Chloracetamide;All cosmetic products;0%
2-Butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one;2-Butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one;All cosmetic products;0%
2-Butanone oxime;2-Butanone oxime;All cosmetic products;0%
2-Bromopropane;2-Bromopropane;All cosmetic products;0%
2-Benzyl-2-dimethylamino-4'-morpholinobutyrophenone;"2-Benzyl-2-dimethylamino-4&#39;-morpholinobutyrophenone";All cosmetic products;0%
2-Aminophenol hydrochloride;2-Aminophenol hydrochloride;All cosmetic products;0%
2-Aminophenol;2-Aminophenol;All cosmetic products;0%
2-Aminoethanol, monoester with boric acid;2-Aminoethanol, monoester with boric acid;All cosmetic products;0%
2-Amino-5-nitrophenol;2-Amino-5-nitrophenol;All cosmetic products;0%
2-Amino-4-nitrophenol;2-Amino-4-nitrophenol;All cosmetic products;0%
2-Amino-1,2-bis(4-methoxyphenyl)ethanol;2-Amino-1,2-bis(4-methoxyphenyl)ethanol;All cosmetic products;0%
2-[4-Methoxybenzyl-N-(2-pyridyl)amino]ethyldimethylamine maleate;2-[4-Methoxybenzyl-N-(2-pyridyl)amino]ethyldimethylamine maleate;All cosmetic products;0%
2-[2-Hydroxy-3-(2-chlorophenyl)carbamoyl-1-naphthylazo]-7-[2-hydroxy-3-(3-methylphenyl)carbamoyl-1-naphthylazo] fluoren-9-one;2-[2-Hydroxy-3-(2-chlorophenyl)carbamoyl-1-naphthylazo]-7-[2-hydroxy-3-(3-methylphenyl)carbamoyl-1-naphthylazo] fluoren-9-one;All cosmetic products;0%
2-[2(4-Chlorophenyl)-2-phenylacetyl]indane-1,3-dione;2-[2(4-Chlorophenyl)-2-phenylacetyl]indane-1,3-dione;All cosmetic products;0%
2-(4-tert-Butylphenyl)ethanol;2-(4-tert-Butylphenyl)ethanol;All cosmetic products;0%
2-(4-Allyl-2-methoxyphenoxy)-N,N-diethylacetamide;2-(4-Allyl-2-methoxyphenoxy)-N,N-diethylacetamide;All cosmetic products;0%
2-(2-Methoxyethoxy)ethanol;2-(2-Methoxyethoxy)ethanol;All cosmetic products;0%
2-(2-Aminoethylamino)ethanol;2-(2-Aminoethylamino)ethanol;All cosmetic products;0%
2,7-Naphthalenedisulfonic acid, nickel(II) salt;2,7-Naphthalenedisulfonic acid, nickel(II) salt;All cosmetic products;0%
2,6-Dinitrotoluene;2,6-Dinitrotoluene;All cosmetic products;0%
2,6-Dinitrophenol;2,6-Dinitrophenol;All cosmetic products;0%
2,6-Dimethyl-1,3-dioxan-4-yl acetate;2,6-Dimethyl-1,3-dioxan-4-yl acetate;All cosmetic products;0%
2,6-Dihydroxy-4-methyl-benzaldehyde;2,6-Dihydroxy-4-methyl-benzaldehyde;All cosmetic products;0%
2,6-Dibromo-4-cyanophenyl octanoate;2,6-Dibromo-4-cyanophenyl octanoate;All cosmetic products;0%
2,5-Dinitrotoluene;2,5-Dinitrotoluene;All cosmetic products;0%
2,5-Dinitrophenol;2,5-Dinitrophenol;All cosmetic products;0%
2,4-Dinitrotoluene;2,4-Dinitrotoluene;All cosmetic products;0%
2,4-Dinitrophenol;2,4-Dinitrophenol;All cosmetic products;0%
2,4-Diaminophenylethanol;2,4-Diaminophenylethanol;All cosmetic products;0%
2,4,6-Trichlorophenol;2,4,6-Trichlorophenol;All cosmetic products;0%
"2,4,6,8-Tetramethyl-1,3,5,7-tetraoxacyclooctane;Metaldehyde (ISO)";2,4,6,8-Tetramethyl-1,3,5,7-tetraoxacyclooctaneMetaldehyde (ISO);All cosmetic products;0%
2,4,5-Trimethylaniline hydrochloride;2,4,5-Trimethylaniline hydrochloride;All cosmetic products;0%
2,4,5-Trimethylaniline;2,4,5-Trimethylaniline;All cosmetic products;0%
2,3-Epoxypropyltrimethylammonium chloride;2,3-Epoxypropyltrimethylammonium chloride;All cosmetic products;0%
2,3-Epoxypropyl o-tolyl ether;2,3-Epoxypropyl o-tolyl ether;All cosmetic products;0%
2,3-Epoxypropyl methacrylate;2,3-Epoxypropyl methacrylate;All cosmetic products;0%
2,3-Epoxypropan-1-ol;2,3-Epoxypropan-1-ol;All cosmetic products;0%
2,3-Dinitrotoluene;2,3-Dinitrotoluene;All cosmetic products;0%
2,3-Dichloropropene;2,3-Dichloropropene;All cosmetic products;0%
2,3-Dichloro-2-methylbutane;2,3-Dichloro-2-methylbutane;All cosmetic products;0%
2,3-Dibromopropan-l-ol;2,3-Dibromopropan-l-ol;All cosmetic products;0%
2,3,7,8-Tetrachlorodibenzo-p-dioxin;2,3,7,8-Tetrachlorodibenzo-p-dioxin;All cosmetic products;0%
2,3,4-Trichlorobut-1-ene;2,3,4-Trichlorobut-1-ene;All cosmetic products;0%
2,2-Dibromo-2-nitroethanol;2,2-Dibromo-2-nitroethanol;All cosmetic products;0%
2,2,6-Trimethyl-4-piperidyl benzoate;2,2,6-Trimethyl-4-piperidyl benzoate;All cosmetic products;0%
2,2,2-Trichloroethane-1,1-diol;2,2,2-Trichloroethane-1,1-diol;All cosmetic products;0%
2,2,2-Tribromoethanol;2,2,2-Tribromoethanol;All cosmetic products;0%
2,2'-Oxydiethanol;"2,2&#39;-Oxydiethanol";All cosmetic products;0%
2,2'-Methylenediphenyl diisocyanate;"2,2&#39;-Methylenediphenyl diisocyanate";All cosmetic products;0%
2,2'-Bioxirane;"2,2&#39;-Bioxirane";All cosmetic products;0%
2,2'-(Nitrosoimino)bisethanol;"2,2&#39;-(Nitrosoimino)bisethanol";All cosmetic products;0%
2,2'-((3,3',5,5'-Tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane;"2,2&#39;-((3,3&#39;,5,5&#39;-Tetramethyl-(1,1&#39;-biphenyl)-4,4&#39;-diyl)-bis(oxymethylene))-bis-oxirane";All cosmetic products;0%
11-α-Hydroxypregn-4-ene-3,20-dione;11-α-Hydroxypregn-4-ene-3,20-dione;All cosmetic products;0%
1-Vinylimidazole;1-Vinylimidazole;All cosmetic products;0%
1-Vinyl-2-pyrrolidone;1-Vinyl-2-pyrrolidone;All cosmetic products;0%
1-Naphthylamine;1-Naphthylamine;All cosmetic products;0%
1-Methyl-3-nitro-1-nitrosoguanidine;1-Methyl-3-nitro-1-nitrosoguanidine;All cosmetic products;0%
1-Methoxy-2,5-diaminobenzene;1-Methoxy-2,5-diaminobenzene;All cosmetic products;0%
1-Methoxy-2,4-diaminobenzene;1-Methoxy-2,4-diaminobenzene;All cosmetic products;0%
1-Ethyl-1-methylpyrrolidinium bromide;1-Ethyl-1-methylpyrrolidinium bromide;All cosmetic products;0%
1-Ethyl-1-methylmorpholinium bromide;1-Ethyl-1-methylmorpholinium bromide;All cosmetic products;0%
1-Dimethylaminomethyl-1-methylpropyl benzoate;1-Dimethylaminomethyl-1-methylpropyl benzoate;All cosmetic products;0%
1-Cyclopropyl-6,7-difluoro-1,4-dihydro-4-oxoquinoline-3-carboxylic acid;1-Cyclopropyl-6,7-difluoro-1,4-dihydro-4-oxoquinoline-3-carboxylic acid;All cosmetic products;0%
1-Chloro-4-nitrobenzene;1-Chloro-4-nitrobenzene;All cosmetic products;0%
1-Chloro-2,3-epoxypropane;1-Chloro-2,3-epoxypropane;All cosmetic products;0%
1-Butyl-3-(N-crotonoylsulphanilyl)urea;1-Butyl-3-(N-crotonoylsulphanilyl)urea;All cosmetic products;0%
1-Bromopropane;1-Bromopropane;All cosmetic products;0%
1-Bromo-3,4,5-trifluorobenzene;1-Bromo-3,4,5-trifluorobenzene;All cosmetic products;0%
1-Bromo-2-methylpropyl propionate;1-Bromo-2-methylpropyl propionate;All cosmetic products;0%
1-(4-Chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl) pentan-3-ol;1-(4-Chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl) pentan-3-ol;All cosmetic products;0%
1-(2-Amino-5-chlorophenyl)-2,2,2-trifluoro-1,1-ethanediol, hydrochloride;1-(2-Amino-5-chlorophenyl)-2,2,2-trifluoro-1,1-ethanediol, hydrochloride;All cosmetic products;0%
1-(1-Naphthylmethyl)quinolinium chloride;1-(1-Naphthylmethyl)quinolinium chloride;All cosmetic products;0%
1-((3-Aminopropyl)amino)anthraquinone, monohydrochloride;1-((3-Aminopropyl)amino)anthraquinone, monohydrochloride;All cosmetic products;0%
1,4-Dihydroxybenzene;1,4-Dihydroxybenzene;All cosmetic products;0%
1,4-Dichlorobut-2-ene;1,4-Dichlorobut-2-ene;All cosmetic products;0%
1,4-Dichlorobenzene;1,4-Dichlorobenzene;All cosmetic products;0%
1,4,5,8-Tetraaminoanthraquinone;1,4,5,8-Tetraaminoanthraquinone;All cosmetic products;0%
1,3-Propanesultone;1,3-Propanesultone;All cosmetic products;0%
1,3-Diphenylguanidine;1,3-Diphenylguanidine;All cosmetic products;0%
1,3-Dimethylpentylamine;1,3-Dimethylpentylamine;All cosmetic products;0%
1,3-Dichloropropan-2-ol;1,3-Dichloropropan-2-ol;All cosmetic products;0%
1,3-bis(Vinylsulfonylacetamido)propane;1,3-bis(Vinylsulfonylacetamido)propane;All cosmetic products;0%
1,3,5-tris-[(2S and 2R)-2,3-Epoxypropyl]-1,3,5-triazine-2,4,6-(1H,3H,5H)-trione;1,3,5-tris-[(2S and 2R)-2,3-Epoxypropyl]-1,3,5-triazine-2,4,6-(1H,3H,5H)-trione;All cosmetic products;0%
1,3,5-Tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione;1,3,5-Tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione;All cosmetic products;0%
1,2-Epoxybutane;1,2-Epoxybutane;All cosmetic products;0%
1,2-Epoxy-4-epoxyethylcyclohexane;1,2-Epoxy-4-epoxyethylcyclohexane;All cosmetic products;0%
1,2-Epoxy-3-phenoxypropane;1,2-Epoxy-3-phenoxypropane;All cosmetic products;0%
1,2-Diethoxyethane;1,2-Diethoxyethane;All cosmetic products;0%
1,2-Dichloropropane;1,2-Dichloropropane;All cosmetic products;0%
1,2-Dichloroethane;1,2-Dichloroethane;All cosmetic products;0%
1,2-Dibromoethane;1,2-Dibromoethane;All cosmetic products;0%
1,2-Dibromo-3-chloropropane;1,2-Dibromo-3-chloropropane;All cosmetic products;0%
1,2-bis(2-Methoxyethoxy)ethane;1,2-bis(2-Methoxyethoxy)ethane;All cosmetic products;0%
1,2-Benzodiazepine;1,2-Benzodiazepine;All cosmetic products;0%
1,2-Benzenedicarboxylic acid, dipentylester, branched and linear;1,2-Benzenedicarboxylic acid, dipentylester, branched and linear;All cosmetic products;0%
1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear;1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear;All cosmetic products;0%
1,2-Benzenedicarboxylic acid, di-C7-11, branched and linear alkyl esters;1,2-Benzenedicarboxylic acid, di-C7-11, branched and linear alkyl esters;All cosmetic products;0%
1,2-Benzenedicarboxylic acid, di-C6-8-branched alkylesters, C7-rich;1,2-Benzenedicarboxylic acid, di-C6-8-branched alkylesters, C7-rich;All cosmetic products;0%
1,2,5,6,9,10-Hexabromocyclododecane;1,2,5,6,9,10-Hexabromocyclododecane;All cosmetic products;0%
1,2,4-Triazole;1,2,4-Triazole;All cosmetic products;0%
1,2,3-Trichloropropane;1,2,3-Trichloropropane;All cosmetic products;0%
1,2,3,4,5,6-Hexachlorocyclohexane;1,2,3,4,5,6-Hexachlorocyclohexane;All cosmetic products;0%
1,1-Bis(dimethylaminomethyl)propyl benzoate;1,1-Bis(dimethylaminomethyl)propyl benzoate;All cosmetic products;0%
1,1,3,3,5-Pentamethyl-4,6-dinitroindane;1,1,3,3,5-Pentamethyl-4,6-dinitroindane;All cosmetic products;0%
1,1,2-Trichloroethane;1,1,2-Trichloroethane;All cosmetic products;0%
(Z)-2-Methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid;(Z)-2-Methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid;All cosmetic products;0%
(S)-2,3-Dihydro-1H-indole-carboxylic acid;(S)-2,3-Dihydro-1H-indole-carboxylic acid;All cosmetic products;0%
(R,S)-2-Amino-3,3-dimethylbutane amide;(R,S)-2-Amino-3,3-dimethylbutane amide;All cosmetic products;0%
(R)-α-Phenylethylammonium (-)-(1R,2S)-(1,2-epoxypropyl)phosphonate monohydrate;(R)-α-Phenylethylammonium (-)-(1R,2S)-(1,2-epoxypropyl)phosphonate monohydrate;All cosmetic products;0%
(R)-5-Bromo-3-(1-methyl-2-pyrrolidinylmethyl)-1H-indole;(R)-5-Bromo-3-(1-methyl-2-pyrrolidinylmethyl)-1H-indole;All cosmetic products;0%
(R)-1-(2-Piperidyl)acetone;(R)-1-(2-Piperidyl)acetone;All cosmetic products;0%
(R) 5,6,6a,7-Tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol;(R) 5,6,6a,7-Tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol;All cosmetic products;0%
(Methylenebis(4,1-phenylenazo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridine-5,3-diyl)))-1,1'-dipyridinium dichloride dihydrochloride;"(Methylenebis(4,1-phenylenazo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridine-5,3-diyl)))-1,1&#39;-dipyridinium dichloride dihydrochloride";All cosmetic products;0%
(Methyl-ONN-azoxy)methyl acetate;(Methyl-ONN-azoxy)methyl acetate;All cosmetic products;0%
(Isooctanoato-O)(neodecanoato-O)nickel;(Isooctanoato-O)(neodecanoato-O)nickel;All cosmetic products;0%
(Isononanoato-O)(neodecanoato-O)nickel;(Isononanoato-O)(neodecanoato-O)nickel;All cosmetic products;0%
(Isononanoato-O)(isooctanoato-O)nickel;(Isononanoato-O)(isooctanoato-O)nickel;All cosmetic products;0%
(Isodecanoato-O)(isooctanoato-O)nickel;(Isodecanoato-O)(isooctanoato-O)nickel;All cosmetic products;0%
(Isodecanoato-O)(isononanoato-O)nickel;(Isodecanoato-O)(isononanoato-O)nickel;All cosmetic products;0%
"(EZ)-2'-[2-(4-Cyanophenyl)-1-(α,α,α-trifluoro-m-tolyl)ethylidene]-[4-(trifluoromethoxy)phenyl]carbanilohydrazide [E-isomer ≥ 90 %, Z-isomer ≤ 10 % relative content];Metaflumizone (ISO)";"(EZ)-2&#39;-[2-(4-Cyanophenyl)-1-(α,α,α-trifluoro-m-tolyl)ethylidene]-[4-(trifluoromethoxy)phenyl]carbanilohydrazide [E-isomer ≥ 90 %, Z-isomer ≤ 10 % relative content]Metaflumizone (ISO)";All cosmetic products;0%
(Epoxyethyl)benzene;(Epoxyethyl)benzene;All cosmetic products;0%
(E)-3-[1-[4-[2-(Dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol;(E)-3-[1-[4-[2-(Dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol;All cosmetic products;0%
(E)-2'-[2-(4-cyanophenyl)-1-(α,α,α-trifluoro-m-tolyl)ethylidene]-[4-(trifluoromethoxy)phenyl] carbanilohydrazide;"(E)-2&#39;-[2-(4-cyanophenyl)-1-(α,α,α-trifluoro-m-tolyl)ethylidene]-[4-(trifluoromethoxy)phenyl] carbanilohydrazide";All cosmetic products;0%
(6R-trans)-1-((7-Ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide;(6R-trans)-1-((7-Ammonio-2-carboxylato-8-oxo-5-thia-1-azabicyclo-[4.2.0]oct-2-en-3-yl)methyl)pyridinium iodide;All cosmetic products;0%
(6-(4-Hydroxy-3-(2-methoxyphenylazo)-2-sulfonato-7-naphthylamino)-1,3,5-triazine-2,4-diyl)bis[(amino-1-methylethyl)ammonium] formate;(6-(4-Hydroxy-3-(2-methoxyphenylazo)-2-sulfonato-7-naphthylamino)-1,3,5-triazine-2,4-diyl)bis[(amino-1-methylethyl)ammonium] formate;All cosmetic products;0%
